Name,Auto number,Program check,Program name,Type of Opportunity,Annual scholarship?,Study level,Host Country,Discipline,Value,Note,Link,Deadline?,Date updated,Checked?
Scholarships for Prospective Students,529,,Scholarships for Prospective Students,University-sponsor Scholarship,checked,"Master ,PhD ",Taiwan,A LOT OF DISCIPLINES,Cash award,"Học bổng có giá trị 250k TWD/năm (Master) và 500k TWD/năm (PhD) bao gồm học phí, chi phí bảo hiểm, ký túc xá. Để duy trì học bổng cần thành tích học tập theo kỳ (credits, research process).",http://www.oia.ntu.edu.tw/upload/files/20160524161657.pdf; http://www.oia.ntu.edu.tw/upload/files/20160524161711.pdf,"April,September",19/8/2017,
Scholarships for Short Courses at ESE in Madrid,403,,Scholarships for Short Courses at ESE in Madrid,University-sponsor Scholarship,,"Undergraduate ,High school,No specified ",Spain,"""Hospitality, Tourism and Sports""",more than 50% tuition fee,Short courses scholarship,http://scholarship-positions.com/international-scholarships-short-courses-european-school-economics-madrid-campus/2017/07/27/,September,18/8/2017,
Scholarships For Study In Antarctica,1362,,Scholarships For Study In Antarctica,University-sponsor Scholarship,,"Undergraduate ,Post-graduate ",United State,Environmental studies and earth sciences,Cash award,,http://www.collegescholarships.org/scholarships/country/antarctica.htm,Change every year,11/10/2017,
SCHOLARSHIPS TO BE AWARDED TO INTERNATIONAL STUDENTS ENROLLING IN A TWO YEARS MASTER’S DEGREE PROGRAMME AT THE UNIVERSITY OF MACERATA,1372,University of Macerata - PhD in QUANTITATIVE METHODS FOR ECONOMIC POLICY,SCHOLARSHIPS TO BE AWARDED TO INTERNATIONAL STUDENTS ENROLLING IN A TWO YEARS MASTER’S DEGREE PROGRAMME AT THE UNIVERSITY OF MACERATA,University-sponsor Scholarship,checked,Master,Italy,A LOT OF DISCIPLINES,Cash award,Nên check lại thời gian deadline vì mỗi năm một khác,http://www.unimc.it/en/about/materiali/bandoiningleseborseinternazionali20172018_EN.pdf,"May,September",20/10/2017,
Schwarzman Scholars Program at Tsinghua University,150,,Schwarzman Scholars Program at Tsinghua University,University-sponsor Scholarship,,Master,China,Business and finance,Full scholarship,11-month professional Master’s Degree in Global Affairs at Beijing’s prestigious Tsinghua University,http://www.schwarzmanscholars.org/news-article/schwarzman-scholars-now-accepting-applications-for-third-class-of-future-leaders/,October,18/8/2017,
Science International Scholarships (Queensland University),151,,Science International Scholarships (Queensland University),University-sponsor Scholarship,checked,"Undergraduate ,Post-graduate ",Australia,Natural Sciences and Mathematics,Cash award,"học bổng có giá trị từ AU$3,000 đến AU$10,000 cho các bạn muốn theo học về khoa học tại trường đại học Queensland, Úc. Thêm thông tin các bạn truy cập vào link: https://scholarships.uq.edu.au/scholarship/science-international-scholarships",https://scholarships.uq.edu.au/scholarship/science-international-scholarships,"January,June",17/8/2017,
Science@Leuven Scholarship,286,,Science@Leuven Scholarship,University-sponsor Scholarship,checked,Master,Belgium,Natural Sciences and Mathematics,Nearly full scholarship (withour air tickets or accommodation),"Học bổng của trường KU Leuven (trường cổ và nổi tiếng nhất của Bỉ), dành cho ngành Khoa học tự nhiên, có thể apply cùng với 2 ngành của Eramus Mundus là Sustainable and Territorial Development và Theoretical Chemistry and Computational Modelling.",https://wet.kuleuven.be/english/scienceatleuvenscholarship,Febuary,18/8/2017,
Scotiabank National Scholarship,723,,Scotiabank National Scholarship,Company-sponsor Scholarship,,No specified,Canada,A LOT OF DISCIPLINES,"less than 50% tuition fee ,50% tuition fee ,more than 50% tuition fee",Học bổng của Scotiabank cho những bạn đi du học Canada theo diện CES. Học bổng này dành cho học sinh quốc tế đang theo học tại Canada hoặc là thành viên của Scotia bank.,https://yconic.com/program/scotiabank-customer/,"January,September",22/8/2017,
SEARCA Graduate Scholarships in Agriculture for Southeast Asians,1309,,SEARCA Graduate Scholarships in Agriculture for Southeast Asians,No specified,checked,"PhD ,Master ",Thailand,A LOT OF DISCIPLINES,Full scholarship,,http://www.searca.org/about-graduate-scholarship,July,27/9/2017,
Sejong International Scholarship,1256,,Sejong International Scholarship,University-sponsor Scholarship,checked,No specified,North Korea,A LOT OF DISCIPLINES,50% tuition fee,,http://eng.sejong.ac.kr/contents/eng/cor/scholarships.html,November,22/9/2017,
Sejong university scholarship,737,,Sejong university scholarship,University-sponsor Scholarship,checked,"Master ,Undergraduate ",South Korea,A LOT OF DISCIPLINES,"more than 50% tuition fee,100% tuition fee","※ Sejong int'l Scholarship A~E will be applied based on the documents (Language proficiency test score, recommendation letter, etc.) submitted by December 16, June 22, 2017.
",http://eng.sejong.ac.kr/contents/eng/cor/scholarships.html,Change every year,22/8/2017,
Sejong University scholarship,153,,Sejong University scholarship,University-sponsor Scholarship,checked,"Master ,PhD ",South Korea,Engineer and Technology,Full scholarship,,https://www.facebook.com/permalink.php?story_fbid=670367326465537&id=143945329107742,September,17/8/2017,
SelfScore Scholarship,730,,SelfScore Scholarship,Company-sponsor Scholarship,checked,"Undergraduate ,Master ,PhD ,Post-graduate ,High school",United State,A LOT OF DISCIPLINES,Cash award,"Students studying in the U.S. on a F1, J1, or M1 visa during the 2017-2018 academic year.
Must be accepted to study or continuing to study at an eligible college or university.
Must submit a valid I-20 or DS-2019 form.
Must score in the top 15% on a standardized U.S. college entrance exam (SAT, ACT, GRE, or GMAT).
Must have a 3.0 GPA, or higher, or the equivalent from your prior studies
Award amount: $5000",https://www.selfscore.com/scholarship/,September,22/8/2017,
Seoul National University,553,,Seoul National University,University-sponsor Scholarship,checked,Master,South Korea,A LOT OF DISCIPLINES,Full scholarship,,https://www.useoul.edu/apply/under/scholarships/after-admission,November,19/8/2017,
Seoul National University Global Scholarship,154,,Seoul National University Global Scholarship,University-sponsor Scholarship,,"Undergraduate ,Master ",South Korea,A LOT OF DISCIPLINES,"Full scholarship,100% tuition fee",,https://www.useoul.edu/apply/under/scholarships/after-admission,Change every year,17/8/2017,
Shanghai goverment scholarship,619,,Shanghai goverment scholarship,Government Scholarship,checked,"Master ,PhD ",China,A LOT OF DISCIPLINES,Nearly full scholarship (withour air tickets or accommodation),Chỉ có thể apply các trường trong thành phố Thượng Hải. Học bổng xét duyệt lại từng năm dựa vào thành tích học tập,http://www.study-shanghai.org/Scholarship_en.asp,March,20/8/2017,
SHARE (học bổng hỗ trợ Giáo dục Đại học của Liên minh Châu Âu tại khu vực ASEAN),1307,SHARE Scholarship,SHARE (học bổng hỗ trợ Giáo dục Đại học của Liên minh Châu Âu tại khu vực ASEAN),Government Scholarship,checked,Undergraduate,Europe,A LOT OF DISCIPLINES,Full scholarship,Hầu hết cơ hội là trao đổi trong các nước Asian. Học bổng ngắn trao đổi 6 tháng,https://www.britishcouncil.vn/cac-chuong-trinh/giao-duc/quoc-te-hoa-giao-duc-dai-hoc/cac-hoat-dong/hoc-bong-share,November,27/9/2017,
SHARE Scholarship,155,,SHARE Scholarship,Exchange scholarship,checked,"Undergraduate ,Post-graduate ",Europe,A LOT OF DISCIPLINES,Full scholarship,Verify according to the country you choose to study (monthly allowance max. 1000eu,https://share-asean.org/,April,17/8/2017,checked
Share scholarship,504,,Share scholarship,Exchange scholarship,,Undergraduate,Europe,A LOT OF DISCIPLINES,Full scholarship,Chỉ những ai theo học tại các trường đại học nằm trong chương trình Share mới được apply. Đây là chương trình trao đổi ngắn hạn 1 kỳ tại các trường ở các nước trong Asean và có 50 suất mỗi đợt tại các trường ở một số nước châu Âu.,share-asean.eu/activities/scholarship/,Change every year,19/8/2017,
Shared Prosperity Scholarship,307,,Shared Prosperity Scholarship,University-sponsor Scholarship,checked,Undergraduate,South Korea,"Computer science and IT ,Engineer and Technology ,Environmental studies and earth sciences",Full scholarship,Điểm GPA phải đạt 3.5 trở lên,http://www.sunykorea.ac.kr/academics/476,"January,June",18/8/2017,
Sheffield Hallam Transform Together Scholarship,746,,Sheffield Hallam Transform Together Scholarship,University-sponsor Scholarship,checked,"Undergraduate ,Post-graduate ,Master ",United Kingdom,A LOT OF DISCIPLINES,50% tuition fee,,https://www.shu.ac.uk/international/fees-scholarships-and-discounts/scholarships-discounts-and-bursaries/transform-together-scholarships,November,23/8/2017,
SHIPPING MANAGEMENT SCHOLARSHIPS,1271,,SHIPPING MANAGEMENT SCHOLARSHIPS,University-sponsor Scholarship,checked,Undergraduate,Norway,Business and finance,more than 50% tuition fee,,https://www.bi.edu/study-at-bi/scholarships/shipping-management-scholarships/,April,23/9/2017,
Shizuoka University Asia Bridge Program,530,,Shizuoka University Asia Bridge Program,University-sponsor Scholarship,checked,"Master ,Undergraduate ",Japan,A LOT OF DISCIPLINES,100% tuition fee,,http://www.abp.icsu.shizuoka.ac.jp/eng/,July,19/8/2017,
Short-term Exchange Program (1 year),606,,Short-term Exchange Program (1 year),Exchange scholarship,checked,Undergraduate,Japan,A LOT OF DISCIPLINES,Full scholarship,"Học bổng này được Jasso tài trợ cho sinh viên các nước sang các trường của Nhật để trao đổi văn hóa là chủ yếu, học tiếng Nhật và nghiên cứu. Tuy nhiên không có nhiều sinh viên Việt Nam biết đến chương trình này ở trường em đang học (TUAT)",http://web.tuat.ac.jp/~icenter/en/exchange_program/index.html,March,20/8/2017,
SIM Global Education Scholarship,287,,SIM Global Education Scholarship,University-sponsor Scholarship,checked,Undergraduate,Singapore,A LOT OF DISCIPLINES,Nearly full scholarship (withour air tickets or accommodation),,http://www.simge.edu.sg/gePortalWeb/appmanager/web/default?_nfpb=true&_st=&_pageLabel=pgDetailedPage&fid=StudentLife_Scholarship_SIMScholarship,"March,September",18/8/2017,
Simon N Groot Agriculture Scholarship,337,,Simon N Groot Agriculture Scholarship,Company-sponsor Scholarship,checked,Master,Netherland,Engineer and Technology,Full scholarship,,https://m.facebook.com/story.php?story_fbid=1614702918540838&substory_index=0&id=645893062088500,July,18/8/2017,
Singapore International Graduate Award (Singa),569,,Singapore International Graduate Award (Singa),Fellowship Scholarship,checked,"PhD ,Master ",Singapore,"Medicine and Health ,Engineer and Technology ,Natural Sciences and Mathematics ","Cash award ,Full scholarship",,https://www.a-star.edu.sg/singa-award/,June,19/8/2017,
Singapore University of Technology and Design (Graduate scholarship),1252,,Singapore University of Technology and Design (Graduate scholarship),University-sponsor Scholarship,checked,PhD,Singapore,A LOT OF DISCIPLINES,Full scholarship,"Cũng học bổng có thể từ nhiều nguồn, chi tiết ở link bên dưới:
https://sutd.edu.sg/Admissions/Graduate/Scholarships",https://sutd.edu.sg/Admissions/Graduate/Scholarships,March,21/9/2017,
Sirindhorn International Institute of Technology,896,,Sirindhorn International Institute of Technology,University-sponsor Scholarship,,"Post-graduate ,Master ",Thailand,A LOT OF DISCIPLINES,Full scholarship,https://scontent.fsgn2-3.fna.fbcdn.net/v/t1.0-9/21192045_1510653542311090_5661572211391051020_n.jpg?oh=005817bd3d417513befb54f1423a456a&oe=5A1FBCE6,https://www.siit.tu.ac.th/academics.php?sid=37&ssid=30,October,31/8/2017,checked
Siriraj Graduate Scholarships for Neighboring Country,647,,Siriraj Graduate Scholarships for Neighboring Country,University-sponsor Scholarship,checked,"Master ,PhD ",Thailand,Medicine and Health,Cash award,,http://www.sirirajgrad.com/en/scholarship/,September,20/8/2017,
SISS - The Swedish Institute Study Scholarships,156,,SISS - The Swedish Institute Study Scholarships,Government Scholarship,checked,Master,Sweden,"Social sciences and Humanities ,A LOT OF DISCIPLINES ",Full scholarship,"- Có ít nhất 3,000 giờ kinh nghiệm làm việc toàn/bán thời gian, công việc tình nguyện, thực tập sinh không lương/có lương, và/hoặc một ví trí thoả đáng.
- Thể hiện trình độ học tập và kinh nghiệm lãnh đạo của mình. 
- Thể hiện tham vọng tạo ra sự khác biệt thể hiện qua kế hoạch dài hạn gắn với mục đích phát triển mạnh và bền vững đất nước của họ",https://eng.si.se/scholarship/the-swedish-institute-study-scholarships/,January,18/8/2017,
Skoltech scholarship,1191,,Skoltech scholarship,University-sponsor Scholarship,checked,"Master ,PhD ",Russia,Computer science and IT,Nearly full scholarship (withour air tickets or accommodation),"up to 40,000rub/month, around 750$",http://www.skoltech.ru/en/apply,August,17/9/2017,
SMU International Scholarship,949,,SMU International Scholarship,University-sponsor Scholarship,checked,Undergraduate,Singapore,A LOT OF DISCIPLINES,more than 50% tuition fee,"Maximum: 18,750 per annum
Tenable for up to 4 years of academic studies (subject to continued observance of the eligibility criteria and the terms and conditions of award)",https://www.smu.edu.sg/about/financial/scholarships/SMU_International_Scholarship,Change every year,4/9/2017,
SMU Science & Technology Undergraduate Scholarship,157,,SMU Science & Technology Undergraduate Scholarship,University-sponsor Scholarship,checked,Undergraduate,Singapore,Computer science and IT,100% tuition fee,The scholarship holder is required to serve a 6-year bond with Singapore-registered company immediately upon graduation from SMU,https://admissions.smu.edu.sg/scholarships/science-technology-undergraduate-scholarship,Change every year,18/8/2017,
SNU President Fellowship (SPF),773,,SNU President Fellowship (SPF),University-sponsor Scholarship,,"Master ,PhD ",South Korea,A LOT OF DISCIPLINES,Full scholarship,"A recipient of SPF will be awarded the following for the first three years of their program:
 Full tuition fees
 KRW 24,000,000 yearly stipend (paid over 12 months)
 A round-trip airfare
 Korean language training
 Medical Insurance",http://en.snu.ac.kr/upload/admission/Admission_Guide_for_International_Students_Spring_2018(Graduate).pdf?ver=2017-06-08,August,24/8/2017,
SNU-WOONGJIN Global Multicultural Scholarship,901,,SNU-WOONGJIN Global Multicultural Scholarship,Exchange scholarship,checked,"Undergraduate ,Post-graduate ",South Korea,"Engineer and Technology ,Natural Sciences and Mathematics ",Full scholarship,Applicants receive recommendations by their own universities officially partnered with SNU ⇒ applicants submit the recommendations along with applications to SNU’s Office of International Affairs ⇒ the Office makes the selection,http://www.useoul.edu/apply/exchange/scholarships,Change every year,4/9/2017,
SolBridge International School of Business Merit-based Scholarship,324,,SolBridge International School of Business Merit-based Scholarship,University-sponsor Scholarship,checked,"Undergraduate ,Master ",South Korea,Business and finance,"less than 50% tuition fee ,more than 50% tuition fee,50% tuition fee ,100% tuition fee",Đề duy trì học bổng sau năm đầu thì phải đạt GPA 3.6/4.5 hoặc cao hơn.,http://www.solbridge.ac.kr/story/page/index.jsp?code=solbridge0606,June,18/8/2017,
"Solvay Vietnam-Belgium Master Scholarships for International Students, 2017",392,,"Solvay Vietnam-Belgium Master Scholarships for International Students, 2017",University-sponsor Scholarship,,Master,Vietnam,A LOT OF DISCIPLINES,"less than 50% tuition fee ,50% tuition fee ","For HCMC

Name of the scholarship “Promising leader scholarship by Solvay Vietnam Belgium master program”
This is entrance scholarship, meaning grant is done based on admission selection.
2 types: merit and social (for SME), not all programs having both
Breakdown
            o     MBA

2 x merit scholarship x 50% tuition

4 x merit scholarship x 25% tuition

1 x social scholarship x 50% tuition

            o     MMCoM

4 x merit scholarship, 25%

The scholarship is calculated in accordance to the tuition applicable to the deadlines

Scholarship is not convertible to cash and not transferable;

Scholarship will not be granted to candidates who are sponsored by the company regardless the amount;

The Jury board reserves the right to decide the total number of scholarship or types of scholarship granted based on the selection results and based on the total number of applications

For Hanoi

Name of the scholarship “Promising leader scholarship by Solvay Vietnam Belgium master program”
This is selective scholarship, meaning grant is done based on asessment of the scholarship applicants.
Breakdown
            o   MBA

1 x merit scholarship x 50% tuition

2 x merit scholarship x 25% tuition ",http://solvay-mba.edu.vn/scholarship,October,19/8/2017,
South East Asia Woman in Management and Finance Scholarship,1391,,South East Asia Woman in Management and Finance Scholarship,University-sponsor Scholarship,checked,Post-graduate,Australia,Business and finance,less than 50% tuition fee,Awarded to 15 eligible students every year towards the length of the degree and is not available to be renewed,https://www.mq.edu.au/study/international-students/staging/details/SEA-woman-in-management-and-finance-scholarship,"January,June",9/12/2017,
Southeast Asia Leadership Program,1044,,Southeast Asia Leadership Program,Exchange scholarship,checked,High school,United State,A LOT OF DISCIPLINES,Full scholarship,,https://vn.usembassy.gov/wp-content/uploads/sites/40/2016/11/Announcement-2017-Southeast-Asia-Youth-Leadership-Program.pdf,October,9/10/2017,
Southeast Asian Global Undergraduate Programme (SEAGULL),159,,Southeast Asian Global Undergraduate Programme (SEAGULL),Fellowship Scholarship,checked,Undergraduate,Singapore,A LOT OF DISCIPLINES,Nearly full scholarship (withour air tickets or accommodation),,https://isl.smu.edu.sg/seagull,October,17/8/2017,
Southeast Asian Regional Center for Graduate Study and Research in Agriculture Program,563,,Southeast Asian Regional Center for Graduate Study and Research in Agriculture Program,Government Scholarship,checked,"Master ,PhD ",Vietnam,Environmental studies and earth sciences,Full scholarship,Apply qua Cục đào tạo quốc tế,http://www.searca.org/index.php/scholarship/graduate-scholarship,August,19/8/2017,
SP Jain School of Global Management,160,,SP Jain School of Global Management,University-sponsor Scholarship,,Undergraduate,Australia,Business and finance,"100% tuition fee,more than 50% tuition fee",,https://www.spjain.org/programs/undergraduate/scholarships,May,17/8/2017,
Spanish Studies Abroad Scholarships,1269,,Spanish Studies Abroad Scholarships,University-sponsor Scholarship,,Undergraduate,Spain,A LOT OF DISCIPLINES,Cash award,,https://www.spanishstudies.org/scholarships.html,October,23/9/2017,
Special International Scholarship Programme of the University of Dąbrowa Górnicza,689,,Special International Scholarship Programme of the University of Dąbrowa Górnicza,University-sponsor Scholarship,,Undergraduate,Poland,A LOT OF DISCIPLINES,Nearly full scholarship (withour air tickets or accommodation),"No tuition fee
Scholarship up to 10000 Euro",http://www.scholarships.wsb.edu.pl/,July,21/8/2017,
SPECIAL THREE-YEAR DOCTORAL PROGRAM for INTERNATIONAL STUDENTS IN TROPICAL and SUBTROPICAL AGRICULTURE and RELATED SCIENCES,1109,,SPECIAL THREE-YEAR DOCTORAL PROGRAM for INTERNATIONAL STUDENTS IN TROPICAL and SUBTROPICAL AGRICULTURE and RELATED SCIENCES,University-sponsor Scholarship,checked,PhD,Japan,Natural Sciences and Mathematics,Full scholarship,"The United Graduate School of Agricultural Sciences, Ehime University (UGAS-EU) is a consortium of the graduate schools of agriculture at Ehime and Kagawa Universities, and Agricultural Sciences, Graduate School of Integrated Arts and Sciences, Kochi University, on the island of Shikoku, Japan.

We consider it necessary that students of agricultural sciences widen their scope and deepen their disciplines. Accordingly, to fill the growing need for environmental studies as well as resource studies in the tropics, UGAS-EU established in 1990 special program for international students in the field of tropical and subtropical agriculture and related sciences. A limited number of students in this program are supported by scholarships provided by the Ministry of Education, Culture, Sports, Science and Technology of Japan (Monbukagakusho: MEXT)
 Sinh hoạt phí khoảng 140.000 Yên/tháng
",http://rendai.agr.ehime-u.ac.jp/english/annai/about.html,May,7/9/2017,
SRD (study and research at Dongguk) scholarship,747,,SRD (study and research at Dongguk) scholarship,University-sponsor Scholarship,checked,"Post-graduate ,Master ,PhD ",South Korea,"Medicine and Health ,Engineer and Technology ,Natural Sciences and Mathematics ","100% tuition fee,Full scholarship",yêu cầu đầu ra là 1 bài báo 1st-author vs SRD1 và 2 vs SRD2,https://www.dongguk.edu/mbs/en/subview.jsp?id=en_030500000000,"Febuary,July",23/8/2017,
St.John's university scholarship,1377,,St.John's university scholarship,University-sponsor Scholarship,checked,Post-graduate,United State,A LOT OF DISCIPLINES,"Cash award ,100% tuition fee",,http://www.stjohns.edu/admission-aid/scholarships,November,29/10/2017,
Stephen riady international excellence scholarship,161,,Stephen riady international excellence scholarship,University-sponsor Scholarship,checked,Post-graduate,Singapore,Natural Sciences and Mathematics,Full scholarship,,http://admissions.yale-nus.edu.sg/afford/,August,17/8/2017,
Stipendium Hungaricum,162,,Stipendium Hungaricum,Government Scholarship,checked,"Master ,PhD ,Undergraduate ,Post-graduate ",Hungary,A LOT OF DISCIPLINES,Full scholarship,,http://www.tka.hu/international-programmes/2966/stipendium-hungaricum/,August,26/7/1999,
Stockholm University Scholarship Scheme,1389,,Stockholm University Scholarship Scheme,University-sponsor Scholarship,checked,Master,Switzerland,A LOT OF DISCIPLINES,100% tuition fee,Priority will be given to students with Stockholm University as their first choice in the national application rounds.,http://www.su.se/english/education/fees-scholarships/scholarships/scholarships-offered-by-stockholm-university-1.252602,January,2/12/2017,
Student Media Grant of ConDev,755,,Student Media Grant of ConDev,Fellowship Scholarship,checked,"Undergraduate ,Post-graduate ",United State,"A LOT OF DISCIPLINES ,""Arts, Design and Photography"",Journalism and Media ,Social sciences and Humanities ",Cash award,"Dành cho các bạn quan tâm các vấn đề đang gây tranh cãi như quyền con người, đấu tranh cho trẻ em, động vật hoang dã, quyền sử dụng đất, an toàn thực phẩm,... có thể nhận $5000 để DU LỊCH đến quốc gia đang gặp những vấn đề đó và ghi lại qua ống kính. Mấy năm trước chị thấy thì nhiều bạn đã gửi proposal để đi đến các nước như Turkey, Nigeria, Kenya, Haiti, Peru. Đi nước nào, thời gian bao lâu và kế hoạch, budget ra sao là mình hoàn toàn quyết định và đề xuất với họ. Quan trọng là thuyết phục họ cho mình đi để mình có thể ghi chép, chụp ảnh lại, nói ra những suy nghĩ của mình về vấn đề mình đang quan tâm ở đất nước đấy.

Không giới hạn đối tượng ",http://condevcenter.org/student-media-grant/,September,23/8/2017,
Study IT in Estonia programme,1404,,Study IT in Estonia programme,No specified,checked,Master,Estonia,Computer science and IT,Cash award,"- Master students studying Informatics (at Tallinn University of Technology) and Computer Science (University of Tartu) can receive a scholarship between 160 and 300 euros in a month (10 months in an academic year).
- Re-apply scholarship every year",http://studyitin.ee/scholarship/studyitin-ee-scholarship,March,9/12/2017,
Studying in Japan - Japanese Government Scholarships,1150,,Studying in Japan - Japanese Government Scholarships,Government Scholarship,checked,Master,Japan,A LOT OF DISCIPLINES,100% tuition fee,,http://www.in.emb-japan.go.jp/Education/YoungLeaderProgramStudent.html,October,13/9/2017,
studyinnewzealand.govt.nz ( A website about scholarship at Newzealand),1312,,studyinnewzealand.govt.nz ( A website about scholarship at Newzealand),Government Scholarship,checked,"High school,Post-graduate ,Undergraduate ,PhD ",New Zealand,A LOT OF DISCIPLINES,"less than 50% tuition fee ,more than 50% tuition fee,Nearly full scholarship (withour air tickets or accommodation),50% tuition fee ,100% tuition fee,Full scholarship","Một số học bổng của các trường ở New zealand chỉ thích hợp cho một số quốc gia nhất định ( điều này thì trong phần nationality cũng đã nêu rõ). Các bạn cũng phải có được chứng chỉ IELTS nhất định như 7,0 trở lên hoặc những giải thưởng về học tập cũng như các về các đề tài nghiên cứu khoa học cũng sẽ trở thành điểm cộng lớn cho đơn xin học bổng của bạn.",https://www.studyinnewzealand.govt.nz/how-to-apply,November,28/9/2017,
STUST Scholarships,163,,STUST Scholarships,University-sponsor Scholarship,checked,"Undergraduate ,Master ,PhD ",Taiwan,"Business and finance,Engineer and Technology ,Computer science and IT ","100% tuition fee,Nearly full scholarship (withour air tickets or accommodation),Full scholarship","  1. Undergraduate
       (1) Tuition waived.
       (2) Half of tuition waived.

   2. Master’s:
      Tuition waived.

   3. Ph.D.: 
       (1) Tuition and dormitory fees waived plus monthly stipend of 10,000 TWD.
       (2) Tuition and dormitory fees waived.",http://www.stust.edu.tw/en/node/Scholarships,"May,November",18/8/2017,
Summer Research Program in Tsukuba,388,,Summer Research Program in Tsukuba,University-sponsor Scholarship,checked,"High school,Master ,Undergraduate ",Japan,"Medicine and Health ,Natural Sciences and Mathematics ",Full scholarship,"Nhà trường sẽ đài thọ vé máy bay (top 5% candidates), phí chương trình (cho một số trường thành viên), và nhà ở cho các ứng viên tham gia. Chương trình kéo dài 2 tuần, bạn sẽ được làm việc trong lab với đề tài mà giáo sư và các thành viên trong lab đang tiến hành. 

Undergraduate (3rd, 4th or 5th year) or Graduate (1st and 2nd year) students
Grade Point Average (GPA) of above 3.0 (on a 4.0 scale) or 75% (out of 100)
Passport (valid till end of Feb 2018)",http://www.global.tsukuba.ac.jp/summer/summer-research,May,18/8/2017,
Sunway University Postgraduate by Research Scholarship,933,,Sunway University Postgraduate by Research Scholarship,University-sponsor Scholarship,checked,Post-graduate,Malaysia,A LOT OF DISCIPLINES,more than 50% tuition fee,"Candidates with the following criteria may apply for the scholarship:
A minimum Upper 2nd Class (2i) Honours degree or equivalent at undergraduate level shall normally be required in a relevant discipline;
Demonstrate a good academic track record; and
Demonstrate the potential to successfully complete the proposed programme of study.",https://university.sunway.edu.my/Postgraduate-Research-Scholarship,"September,November,March,May,August ",4/9/2017,
Sustainability Masters Scholarships at University of Leeds,991,,Sustainability Masters Scholarships at University of Leeds,University-sponsor Scholarship,,Master,United Kingdom,Environmental studies and earth sciences,100% tuition fee,"Nguồn học bổng: http://www.scholars4dev.com/17840/sustainability-masters-scholarships-at-university-of-leeds/
Đây cũng là 1 trang em hay truy cập để tìm kiếm học bổng. Hi vọng chị có thể chia sẻ cho nhiều bạn biết đến hơn. Thank chị!",http://www.see.leeds.ac.uk/admissions-and-study/masters-degrees/admissions-and-study/fees-scholarships/scholarships/,April,7/9/2017,
Swap and Transfer Project - ERASMUS MUNDUS Action 2,917,,Swap and Transfer Project - ERASMUS MUNDUS Action 2,Exchange scholarship,checked,"Undergraduate ,Post-graduate ,Master ",Europe,A LOT OF DISCIPLINES,Full scholarship,"GPA cao.
Học bổng maximum 1 tháng sẽ chi 1000 eu hoặc 700-900 eu cho từng loại sinh viên theo bậc học: PhD (1000 eu), master (>= 1000 eu), undergraduate (700-900 eu). (thường sinh viên sẽ trao đổi trong khoảng 6 tháng đến 1 kì).
Là một dạng trao đổi sinh viên giữa các trường châu Âu và Á, trong khối đại học TP.HCM (Vietnam National Universities)
Bao tiền vé máy bay 2 chiều.",http://www.swap-transfer.eu/,Change every year,4/9/2017,
SWEDISH INSTITUTE SCHOLARSHIPS,164,,SWEDISH INSTITUTE SCHOLARSHIPS,Government Scholarship,checked,Master,Sweden,Social sciences and Humanities,Full scholarship,"Applicants must have had at least 3,000 hours’ work experience ",https://studyinsweden.se/scholarship/swedish-institute-study-scholarships/,January,17/8/2017,
Swinburne International Excellence Scholarship,218,,Swinburne International Excellence Scholarship,University-sponsor Scholarship,checked,Undergraduate,Australia,A LOT OF DISCIPLINES,less than 50% tuition fee,"- Học bổng được tự động xét duyệt khi apply vào bậc cử nhân.
- Học bổng không áp dụng cho sinh viên xin miễn/ giảm môn học.
- Học bổng không áp dụng cho sinh viên được nhận học bổng / tài trợ từ bất kì tổ chức, chính phủ hay cá nhân nào.
- Giá trị của học bổng tại năm 2018 là $38,000 (AUD).",https://www.swinburne.edu.au/study/options/scholarships/163/swinburne-international-excellence-scholarship---undergraduate/,Change every year,18/8/2017,
Swinburne International Excellence Scholarship - Postgraduate,325,,Swinburne International Excellence Scholarship - Postgraduate,University-sponsor Scholarship,checked,Post-graduate,Australia,A LOT OF DISCIPLINES,Cash award,"Scholarships are valued at up to A$19,000.
Please note, scholarship amount will be distributed throughout the duration of your studies and will vary depending on your previous academic results.
Students will automatically be assessed for a scholarship when applying for an eligible course at Swinburne. There is no need for a separate application.",https://www.swinburne.edu.au/study/options/scholarships/161/swinburne-international-excellence-scholarship---postgraduate/,Febuary,18/8/2017,
Swiss Government Excellence Scholarships,165,,Swiss Government Excellence Scholarships,Government Scholarship,checked,"PhD ,Master ,Post-graduate ",Switzerland,"A LOT OF DISCIPLINES ,""Arts, Design and Photography""",Full scholarship,,https://www.sbfi.admin.ch/sbfi/en/home/bildung/scholarships-and-grants/swiss-government-excellence-scholarships-for-foreign-scholars-an.html,November,17/8/2017,
SWISS UMEF UNIVERSITY SCHOLARSHIP FOR BACHELOR AND MASTER DEGREE,1198,,SWISS UMEF UNIVERSITY SCHOLARSHIP FOR BACHELOR AND MASTER DEGREE,University-sponsor Scholarship,checked,"Undergraduate ,Master ",Switzerland,Business and finance,more than 50% tuition fee,"Ngoài học bổng về học phí, còn có hỗ trợ 2/3 phí ký túc xá (phí ký túc xá 1 năm khoảng 10,800 CHF) ",https://www.umef-university.ch/lsm-financial-assistance-and-scholarships/,October,18/9/2017,
